customer_id,session_id,timestamp,age,gender,city,device_type,traffic_source,session_duration,pages_viewed,product_views,category_views,add_to_cart,cart_value,checkout_started,previous_purchases,previous_order_value,discount_used,coupon_used,wishlist_items,product_category,product_price,days_since_last_purchase,total_spent,customer_lifetime_value,purchase,purchase_value
CUST105666,SESS205666,2026-03-09 13:43:49,22.0,Female,Delhi,Mobile,Paid Ads,7.56,9,3,1,0,0.0,0,2,3348.7,0,0,1,Couple Sets,299.0,168,7031.43,9273.78,1,296.36
CUST108541,SESS208541,2026-07-30 16:42:59,30.0,Female,Chennai,Tablet,Direct,1.88,4,2,1,0,0.0,0,0,0.0,0,0,3,Nose Pins,2380.53,9999,0.0,0.0,0,0.0
CUST103524,SESS203524,2026-03-25 17:57:51,32.0,Female,Pune,Mobile,Organic Search,10.65,5,1,1,0,0.0,0,0,0.0,1,1,0,Couple Sets,1945.23,9999,0.0,26.79,0,0.0
CUST104708,SESS204708,2026-06-19 12:33:38,24.0,Male,Chennai,Desktop,Organic Search,11.7,8,3,1,0,0.0,0,5,3962.88,0,0,1,Couple Sets,4475.4,325,18497.12,22395.37,0,0.0
CUST110379,SESS210379,2026-05-15 08:29:15,25.0,Female,Bengaluru,Desktop,Direct,3.15,5,2,1,0,0.0,0,1,1491.99,0,0,2,Necklaces,2426.1,223,1394.22,1900.09,0,0.0
CUST109453,SESS209453,2026-06-25 17:16:34,35.0,Female,Kolkata,Tablet,Organic Search,4.11,3,2,1,0,0.0,0,0,0.0,1,1,0,Nose Pins,2342.83,9999,0.0,47.39,0,0.0
CUST109216,SESS209216,2026-06-10 18:48:01,25.0,Male,,Mobile,Organic Search,1.78,4,1,1,0,0.0,0,1,2419.35,0,0,1,Couple Sets,3045.31,79,2642.77,3747.69,0,0.0
CUST101453,SESS201453,2026-03-17 00:49:46,22.0,Female,Pune,Desktop,Organic Search,1.58,4,3,1,0,0.0,0,0,0.0,1,1,0,Nose Pins,1981.44,9999,0.0,14.77,0,0.0
CUST102935,SESS202935,2026-03-14 04:19:28,26.0,Male,Jaipur,Desktop,Social Media,6.19,9,6,4,0,0.0,0,2,1583.57,0,0,2,Necklaces,1984.33,120,3378.47,4329.89,0,0.0
CUST101665,SESS201665,2026-04-13 06:10:45,36.0,Female,Delhi,Desktop,Referral,1.36,1,0,1,0,0.0,0,3,1005.33,0,0,3,Necklaces,2591.8,72,3105.72,4944.6,0,0.0
CUST100373,SESS200373,2026-04-09 17:16:01,24.0,Male,Kolkata,Mobile,Email,5.42,4,1,1,0,0.0,0,2,2669.92,1,1,1,Nose Pins,2682.44,22,5019.61,6006.04,0,0.0
CUST109238,SESS209238,2026-05-27 00:11:57,18.0,Male,Lucknow,Desktop,Organic Search,8.81,6,2,1,0,0.0,0,1,2567.43,0,0,3,Anklets,1856.97,11,2505.16,3621.29,0,0.0
CUST109055,SESS209055,2026-06-03 15:39:34,35.0,Male,Jaipur,Mobile,Paid Ads,5.75,7,4,2,0,0.0,0,0,0.0,0,0,3,Couple Sets,3027.36,9999,0.0,151.84,0,0.0
CUST105748,SESS205748,2026-07-16 09:17:13,27.0,Male,Hyderabad,Mobile,Organic Search,3.99,3,1,1,0,0.0,0,2,1561.64,1,0,1,Bracelets,1272.62,101,2948.03,4186.43,0,0.0
CUST101743,SESS201743,2026-02-05 13:36:51,39.0,Female,Jaipur,Desktop,Paid Ads,9.33,6,3,2,0,0.0,0,1,300.0,1,1,2,Couple Sets,3659.08,262,276.83,493.73,0,0.0
CUST105118,SESS205118,2026-07-08 21:50:21,28.0,Female,Pune,Desktop,Organic Search,7.25,5,3,1,2,1741.41,0,1,2040.58,0,0,2,Rings,841.28,100,1892.52,2382.35,1,1766.43
CUST103602,SESS203602,2026-02-28 15:23:41,31.0,Female,Kolkata,Mobile,Social Media,1.62,6,3,1,0,0.0,0,1,2946.42,1,0,0,Couple Sets,2738.62,163,3092.99,4423.55,0,0.0
CUST107522,SESS207522,2026-04-27 11:48:57,28.0,Female,,Mobile,Email,2.34,5,2,1,0,0.0,0,0,0.0,1,0,1,Earrings,1996.32,9999,0.0,0.0,0,0.0
CUST108756,SESS208756,2026-06-11 22:41:56,18.0,Female,Bengaluru,Mobile,Organic Search,14.49,5,2,1,0,0.0,0,1,1733.2,0,0,2,Couple Sets,358.02,320,1564.88,1995.73,0,0.0
CUST109979,SESS209979,2026-02-19 21:30:18,26.0,Male,Kolkata,Mobile,Organic Search,5.58,5,2,1,0,0.0,0,0,0.0,1,0,0,Necklaces,1882.9,9999,0.0,0.0,0,0.0
CUST107337,SESS207337,2026-04-10 22:10:16,,Female,Chennai,Tablet,Direct,6.44,4,1,1,0,0.0,0,2,988.35,0,0,0,Earrings,2526.5,100,1798.28,3008.36,1,2430.4
CUST102168,SESS202168,2026-07-19 22:31:25,16.0,Male,Lucknow,Mobile,Paid Ads,2.31,6,3,2,0,0.0,0,0,0.0,1,1,2,Anklets,395.35,9999,0.0,49.52,0,0.0
CUST110199,SESS210199,2026-07-06 10:22:54,21.0,Female,Lucknow,Desktop,Email,5.84,6,2,1,0,0.0,0,0,0.0,1,1,1,Necklaces,1487.19,9999,0.0,71.92,0,0.0
CUST100379,SESS200379,2026-03-20 14:39:45,34.0,Female,Delhi,Mobile,Social Media,3.17,9,2,2,0,0.0,0,1,2328.76,0,0,0,Pendants,2763.18,94,2084.62,3010.42,0,0.0
CUST101006,SESS201006,2026-07-04 12:47:42,41.0,Male,Jaipur,Mobile,Paid Ads,,9,6,3,0,0.0,0,2,2436.87,0,0,0,Nose Pins,3305.24,348,4603.32,5727.93,0,0.0
CUST103679,SESS203679,2026-06-13 07:51:10,25.0,Female,Jaipur,Mobile,Paid Ads,1.24,1,0,1,0,0.0,0,1,1070.4,0,0,0,Nose Pins,3361.44,57,1179.25,1592.35,0,0.0
CUST100200,SESS200200,2026-04-07 12:51:23,28.0,Female,Kolkata,Mobile,Email,8.2,15,7,4,1,2973.46,0,0,0.0,1,1,0,Pendants,2803.46,9999,0.0,0.0,0,0.0
CUST110151,SESS210151,2026-03-13 07:33:55,35.0,Female,Ahmedabad,Mobile,Direct,3.1,4,2,2,0,0.0,0,0,0.0,0,0,1,Necklaces,876.7,9999,0.0,0.0,0,0.0
CUST107336,SESS207336,2026-07-25 09:04:02,29.0,Male,Kolkata,Mobile,Email,5.51,5,2,1,0,0.0,0,0,0.0,0,0,2,Necklaces,1159.26,9999,0.0,27.68,0,0.0
CUST109482,SESS209482,2026-02-04 22:11:09,34.0,Male,Bengaluru,Mobile,Organic Search,4.84,5,2,1,0,0.0,0,0,0.0,0,0,0,Nose Pins,3234.1,9999,0.0,0.0,0,0.0
CUST101562,SESS201562,2026-03-17 01:37:46,17.0,Female,Delhi,Desktop,Organic Search,3.22,4,1,1,0,0.0,0,3,300.0,0,0,0,Bracelets,2866.92,326,1009.98,2252.44,0,0.0
CUST108376,SESS208376,2026-03-03 08:16:30,20.0,Female,Bengaluru,Mobile,Organic Search,3.01,6,4,2,0,0.0,0,0,0.0,1,1,1,Earrings,1792.27,9999,0.0,276.33,0,0.0
CUST111272,SESS211272,2026-05-04 03:52:19,23.0,Female,Kolkata,Tablet,Referral,2.84,5,2,1,0,0.0,0,3,2126.85,0,0,2,Necklaces,2213.18,210,7170.9,9797.63,0,0.0
CUST106552,SESS206552,2026-03-05 16:05:35,30.0,Male,Delhi,Mobile,Social Media,3.44,7,3,2,0,0.0,0,1,2225.48,1,1,1,Couple Sets,2032.08,295,2408.84,3369.86,0,0.0
CUST101981,SESS201981,2026-05-24 03:04:14,18.0,Female,Pune,Desktop,Paid Ads,4.6,6,3,1,0,0.0,0,1,2953.56,1,1,1,Anklets,2724.49,52,2655.83,3336.95,0,0.0
CUST109797,SESS209797,2026-07-10 00:32:46,26.0,Female,Mumbai,Mobile,Social Media,2.06,4,1,1,0,0.0,0,2,1788.2,1,1,0,Couple Sets,1828.69,216,3377.09,4857.33,0,0.0
CUST108097,SESS208097,2026-04-08 23:05:28,36.0,Female,Hyderabad,Desktop,Social Media,2.24,5,3,2,0,0.0,0,1,1037.72,0,0,2,Anklets,3125.37,299,937.32,1221.49,0,0.0
CUST105481,SESS205481,2026-02-17 00:12:14,24.0,Male,Bengaluru,Desktop,Organic Search,10.23,7,3,2,0,0.0,0,2,3773.99,1,0,2,Rings,2582.11,179,8213.67,11002.64,1,2580.03
CUST108750,SESS208750,2026-03-10 21:22:46,31.0,Female,Mumbai,Desktop,Organic Search,5.57,6,4,2,0,0.0,0,3,2952.33,0,0,0,Pendants,2055.01,4,8606.16,10315.3,0,0.0
CUST109120,SESS209120,2026-05-28 10:46:15,17.0,Male,Kolkata,Mobile,Email,7.3,7,4,2,0,0.0,0,1,2716.82,0,0,0,Pendants,364.67,117,2764.17,4013.27,0,0.0
CUST106081,SESS206081,2026-04-10 02:39:44,31.0,Female,,Tablet,Social Media,7.44,4,2,1,0,0.0,0,0,0.0,0,0,1,Necklaces,1568.48,9999,0.0,14.3,0,0.0
CUST106455,SESS206455,2026-03-08 18:36:06,16.0,Female,Jaipur,Mobile,Organic Search,5.99,4,2,1,0,0.0,0,1,2007.24,1,1,0,Earrings,1980.95,206,2248.12,2850.53,0,0.0
CUST106650,SESS206650,2026-03-09 17:55:16,35.0,Female,Pune,Tablet,Social Media,4.72,7,4,2,0,0.0,0,1,2159.16,1,1,1,Rings,3271.9,319,1913.88,2555.93,0,0.0
CUST109088,SESS209088,2026-02-26 16:14:42,38.0,Female,Bengaluru,Desktop,Social Media,6.97,4,3,2,0,0.0,0,1,2562.04,1,0,0,Anklets,516.9,127,2190.56,2985.74,0,0.0
CUST103817,SESS203817,2026-06-25 12:12:59,27.0,Male,Jaipur,Desktop,Email,3.46,6,4,2,0,0.0,0,0,0.0,0,0,0,Rings,651.46,9999,0.0,163.54,0,0.0
CUST105224,SESS205224,2026-05-07 16:53:01,37.0,Male,Hyderabad,Mobile,Email,4.87,5,2,2,0,0.0,0,5,1928.84,0,0,4,Couple Sets,2195.41,284,10429.59,15279.16,0,0.0
CUST100304,SESS200304,2026-05-09 04:47:10,35.0,Other,Ahmedabad,Tablet,Email,4.87,5,2,2,0,0.0,0,0,0.0,0,0,2,Anklets,3652.75,9999,0.0,184.99,0,0.0
CUST111525,SESS211525,2026-06-15 01:39:45,29.0,Female,Jaipur,Mobile,Paid Ads,2.89,7,3,1,0,0.0,0,2,1653.21,0,0,0,Nose Pins,2591.64,207,3410.03,5116.03,0,0.0
CUST110691,SESS210691,2026-02-13 12:23:51,18.0,Female,Pune,Mobile,Social Media,1.56,2,0,1,0,0.0,0,0,0.0,1,1,2,Rings,1821.15,9999,0.0,127.09,0,0.0
CUST102982,SESS202982,2026-06-25 10:41:33,31.0,Female,Kolkata,Mobile,Paid Ads,1.92,5,2,1,0,0.0,0,1,1495.8,0,0,0,Pendants,2279.77,296,1559.04,2159.85,0,0.0
CUST105553,SESS205553,2026-05-28 10:45:38,33.0,Male,Mumbai,Mobile,Email,2.38,4,2,2,0,0.0,0,1,1491.16,1,0,2,Earrings,2955.87,29,1433.47,2336.63,0,0.0
CUST110163,SESS210163,2026-05-16 16:28:30,36.0,Male,Kolkata,Mobile,Direct,4.05,6,2,1,0,0.0,0,1,2109.89,0,0,0,Anklets,2341.7,296,1799.55,2544.16,0,0.0
CUST107770,SESS207770,2026-03-13 14:23:43,30.0,Female,Lucknow,Mobile,Social Media,2.14,2,1,1,0,0.0,0,0,0.0,1,1,1,Rings,4555.88,9999,0.0,0.0,0,0.0
CUST109376,SESS209376,2026-04-17 16:50:08,33.0,Female,Pune,Mobile,Organic Search,3.7,2,1,1,0,0.0,0,1,2188.74,1,1,2,Earrings,2401.15,289,2370.4,2734.4,0,0.0
CUST111083,SESS211083,2026-05-10 01:11:22,21.0,Female,Hyderabad,Mobile,Direct,3.22,3,0,1,0,0.0,0,1,1146.72,1,1,0,Rings,1236.04,28,979.04,1305.25,1,1264.07
CUST109305,SESS209305,2026-02-23 19:35:51,27.0,Male,Jaipur,Desktop,Social Media,1.83,7,4,3,0,0.0,0,1,1080.15,0,0,1,Nose Pins,299.0,63,1124.78,1876.63,0,0.0
CUST100149,SESS200149,2026-02-11 19:27:39,29.0,Female,Chennai,Mobile,Organic Search,2.75,6,2,1,0,0.0,0,0,0.0,1,1,1,Anklets,4362.11,9999,0.0,54.66,0,0.0
CUST110567,SESS210567,2026-04-10 01:51:01,35.0,Female,Kolkata,Mobile,Referral,3.33,4,2,2,0,0.0,0,0,0.0,1,1,0,Pendants,3972.38,9999,0.0,0.0,0,0.0
CUST101022,SESS201022,2026-07-07 00:14:06,36.0,Female,Chennai,Mobile,Paid Ads,1.94,5,1,1,0,0.0,0,0,0.0,0,0,3,Rings,2838.67,9999,0.0,0.0,0,0.0
CUST105146,SESS205146,2026-04-27 12:08:37,22.0,Male,Mumbai,Mobile,Paid Ads,1.98,6,3,1,0,0.0,0,2,1364.74,1,1,0,Anklets,2232.32,149,2444.65,3480.53,0,0.0
CUST111380,SESS211380,2026-03-18 16:11:06,21.0,Male,Pune,Mobile,Paid Ads,8.27,5,2,1,0,0.0,0,2,513.42,0,0,0,Couple Sets,1654.3,101,1059.52,1579.49,0,0.0
CUST102201,SESS202201,2026-02-02 08:08:49,21.0,Male,Jaipur,Mobile,Direct,2.75,2,0,1,0,0.0,0,0,0.0,0,0,2,Couple Sets,1666.88,9999,0.0,163.92,0,0.0
CUST109618,SESS209618,2026-04-15 15:10:04,39.0,Male,Kolkata,Mobile,Direct,2.5,2,0,1,0,0.0,0,2,3071.94,1,1,2,Rings,2638.66,145,6404.39,9190.61,0,0.0
CUST100218,SESS200218,2026-04-22 22:29:15,34.0,Female,Delhi,Mobile,Direct,,6,2,1,0,0.0,0,1,994.81,0,0,2,Nose Pins,2323.38,178,930.53,1604.93,0,0.0
CUST101432,SESS201432,2026-03-03 15:00:32,39.0,Male,Ahmedabad,Desktop,Direct,3.94,6,3,2,0,0.0,0,1,2866.32,0,0,2,Pendants,2423.64,290,3009.09,3512.17,0,0.0
CUST110392,SESS210392,2026-06-01 01:19:20,19.0,Male,Lucknow,Mobile,Paid Ads,3.02,3,1,1,0,0.0,0,5,2963.86,1,1,0,Anklets,1441.34,11,14060.63,17260.03,0,0.0
CUST106849,SESS206849,2026-02-28 14:30:11,30.0,Female,Chennai,Desktop,Email,6.12,6,2,1,0,0.0,0,2,3272.96,1,1,1,Earrings,3163.43,145,5637.79,7219.08,0,0.0
CUST106790,SESS206790,2026-07-06 04:51:53,29.0,Male,Ahmedabad,Mobile,Direct,4.63,5,3,2,0,0.0,0,1,300.0,0,0,0,Nose Pins,299.0,259,319.08,714.93,0,0.0
CUST100724,SESS200724,2026-06-22 22:04:44,32.0,Female,Mumbai,Mobile,Social Media,2.46,3,1,1,3,7072.33,1,3,2015.73,1,1,2,Necklaces,2457.95,105,6322.46,9084.89,1,7412.49
CUST108940,SESS208940,2026-02-17 19:00:55,31.0,Male,Jaipur,Tablet,Social Media,6.04,5,3,2,0,0.0,0,2,2712.57,0,0,2,Earrings,2585.16,89,5829.61,7717.58,0,0.0
CUST100850,SESS200850,2026-07-27 21:55:15,26.0,Male,Pune,Mobile,Organic Search,2.24,3,1,1,0,0.0,0,1,1233.01,0,0,0,Necklaces,2656.36,305,1100.48,1339.1,0,0.0
CUST104450,SESS204450,2026-07-05 09:54:36,29.0,Female,Jaipur,Mobile,Referral,3.81,6,3,2,0,0.0,0,3,3267.51,0,0,0,Necklaces,1544.86,82,10208.21,13111.25,0,0.0
CUST109533,SESS209533,2026-05-30 05:58:44,24.0,Other,Kolkata,Tablet,Direct,5.89,3,0,1,0,0.0,0,4,3143.9,1,0,2,Pendants,299.0,212,11762.12,15171.02,0,0.0
CUST110530,SESS210530,2026-03-19 08:37:16,28.0,Male,Ahmedabad,Mobile,Email,10.83,7,5,3,0,0.0,0,0,0.0,0,0,0,Rings,919.32,9999,0.0,122.63,0,0.0
CUST105027,SESS205027,2026-02-18 23:02:26,28.0,Female,Pune,Mobile,Organic Search,0.65,3,1,1,0,0.0,0,1,300.0,0,0,1,Anklets,3155.25,150,263.51,577.54,0,0.0
CUST100613,SESS200613,2026-04-11 16:38:03,29.0,Female,Bengaluru,Mobile,Organic Search,12.29,10,5,3,1,2870.78,1,1,300.0,1,1,2,Necklaces,2881.51,259,286.91,678.37,0,0.0
CUST107923,SESS207923,2026-02-24 10:48:40,35.0,Male,Mumbai,Mobile,Email,4.77,4,2,1,0,0.0,0,1,840.8,0,0,1,Bracelets,2268.54,319,785.06,1274.08,1,2166.3
CUST110643,SESS210643,2026-05-26 08:02:15,39.0,Male,Pune,Mobile,Organic Search,3.35,3,0,1,0,0.0,0,2,712.38,1,0,0,Necklaces,3529.71,19,1358.01,1991.39,0,0.0
CUST107632,SESS207632,2026-07-29 04:47:26,21.0,Male,Lucknow,Mobile,Paid Ads,2.14,6,3,2,0,0.0,0,2,1772.53,0,0,2,Necklaces,299.0,277,3236.14,4088.06,0,0.0
CUST105044,SESS205044,2026-06-26 17:40:11,33.0,Female,Bengaluru,Tablet,Social Media,3.68,2,1,1,0,0.0,0,1,1617.6,0,0,0,Bracelets,1061.42,79,1778.32,2361.81,0,0.0
CUST104256,SESS204256,2026-03-31 05:06:33,30.0,Other,Bengaluru,Mobile,Organic Search,1.35,2,1,1,0,0.0,0,0,0.0,0,0,1,Pendants,4062.33,9999,0.0,0.0,0,0.0
CUST104863,SESS204863,2026-06-10 00:36:13,21.0,Male,Pune,Mobile,Paid Ads,2.79,8,3,2,0,0.0,0,1,2224.81,0,0,2,Pendants,1849.45,162,2134.04,2633.21,0,0.0
CUST110675,SESS210675,2026-05-31 11:28:30,29.0,Female,Hyderabad,Mobile,Organic Search,12.77,10,5,2,0,0.0,0,1,1437.16,1,1,0,Couple Sets,4691.14,70,1617.54,1969.68,0,0.0
CUST104077,SESS204077,2026-05-20 02:00:14,21.0,Male,Jaipur,Mobile,Direct,6.78,9,4,2,0,0.0,0,0,0.0,0,0,0,Nose Pins,1784.98,9999,0.0,45.49,0,0.0
CUST110464,SESS210464,2026-03-09 13:20:24,20.0,Female,Bengaluru,Desktop,Paid Ads,7.28,3,1,1,0,0.0,0,2,1593.41,0,0,1,Necklaces,1374.93,54,2794.39,3938.91,0,0.0
CUST110994,SESS210994,2026-03-28 11:18:48,25.0,Female,Bengaluru,Desktop,Paid Ads,4.44,4,1,1,0,0.0,0,2,1469.06,0,0,1,Rings,2299.06,186,3372.03,4459.34,0,0.0
CUST105595,SESS205595,2026-04-05 14:24:22,16.0,Female,Jaipur,Desktop,Social Media,12.74,6,2,1,0,0.0,0,1,3092.05,0,0,0,Bracelets,2945.31,65,2928.32,3376.55,0,0.0
CUST106888,SESS206888,2026-02-19 11:40:33,28.0,Female,Kolkata,Mobile,Social Media,2.35,6,4,1,0,0.0,0,1,940.44,0,0,1,Necklaces,1401.31,41,1047.59,2035.66,0,0.0
CUST106848,SESS206848,2026-04-04 06:49:59,18.0,Female,Lucknow,Tablet,Paid Ads,4.76,5,3,2,0,0.0,0,3,1225.79,1,0,0,Earrings,818.23,240,3572.02,5854.83,0,0.0
CUST106948,SESS206948,2026-04-09 21:58:17,30.0,Male,Kolkata,Tablet,Paid Ads,2.08,4,1,1,0,0.0,0,2,1400.84,1,1,1,Pendants,4211.71,121,2574.7,3811.38,0,0.0
CUST103578,SESS203578,2026-07-09 23:37:27,25.0,Female,Jaipur,Desktop,Social Media,6.85,5,3,2,0,0.0,0,1,2380.7,0,0,3,Earrings,1082.65,182,2394.14,3517.7,0,0.0
CUST102442,SESS202442,2026-02-02 10:35:55,34.0,Female,Ahmedabad,Mobile,Organic Search,4.61,4,2,1,0,0.0,0,4,1453.69,1,1,2,Anklets,2588.67,242,5926.47,8136.15,0,0.0
CUST108380,SESS208380,2026-03-15 02:43:17,48.0,Female,Hyderabad,Desktop,Organic Search,2.07,4,2,1,0,0.0,0,3,2309.24,0,0,1,Nose Pins,2258.42,170,7444.37,10385.89,1,2183.38
CUST104832,SESS204832,2026-04-12 15:43:23,30.0,Female,Delhi,Mobile,Social Media,7.5,8,5,2,0,0.0,0,1,3015.41,0,0,2,Pendants,2245.19,187,3217.06,4131.73,0,0.0
CUST103297,SESS203297,2026-07-14 07:36:40,35.0,Male,,Mobile,Organic Search,2.97,3,1,1,0,0.0,0,2,1818.75,0,0,2,Nose Pins,2169.94,215,3776.63,4703.97,0,0.0
CUST109478,SESS209478,2026-03-25 15:57:42,31.0,Male,Delhi,Mobile,Social Media,9.83,7,4,2,0,0.0,0,1,679.88,0,0,2,Earrings,1071.76,204,655.08,1032.78,0,0.0
CUST110258,SESS210258,2026-05-03 23:15:23,16.0,Female,Jaipur,Desktop,Paid Ads,4.52,4,2,1,0,0.0,0,0,0.0,1,1,1,Rings,2327.57,9999,0.0,165.92,0,0.0
CUST106903,SESS206903,2026-05-12 06:00:51,38.0,Male,Jaipur,Mobile,Email,8.45,4,2,2,3,4027.06,1,1,2829.91,0,0,0,Couple Sets,1410.95,64,2541.92,3162.24,1,3951.61
CUST104643,SESS204643,2026-02-13 13:03:35,32.0,Female,Bengaluru,Desktop,Social Media,9.07,10,4,2,1,1986.93,1,4,300.0,1,1,0,Pendants,2191.48,61,1106.3,2897.71,0,0.0
CUST100135,SESS200135,2026-03-27 05:25:43,23.0,Male,Jaipur,Tablet,Email,7.12,10,3,1,0,0.0,0,2,2304.02,0,0,2,Necklaces,2604.62,259,4824.28,6354.59,1,2646.22
CUST107802,SESS207802,2026-06-13 08:18:15,19.0,Male,Kolkata,Mobile,Paid Ads,7.1,7,4,1,0,0.0,0,1,1951.93,1,0,3,Necklaces,1306.26,195,1802.43,2407.55,0,0.0
CUST102732,SESS202732,2026-07-18 22:56:02,23.0,Male,Chennai,Desktop,Organic Search,6.6,7,5,2,0,0.0,0,0,0.0,1,1,2,Couple Sets,1788.37,9999,0.0,56.24,0,0.0
CUST106688,SESS206688,2026-06-06 17:09:31,29.0,Female,Mumbai,Mobile,Social Media,3.18,3,1,1,0,0.0,0,0,0.0,0,0,1,Nose Pins,1394.55,9999,0.0,0.0,0,0.0
CUST102119,SESS202119,2026-06-07 09:45:33,25.0,Male,Pune,Mobile,Organic Search,12.93,6,2,1,2,4860.64,0,1,1091.78,1,0,1,Pendants,2526.03,274,971.42,1420.76,0,0.0
CUST109220,SESS209220,2026-02-28 14:15:06,27.0,Female,Lucknow,Mobile,Paid Ads,2.83,5,3,2,0,0.0,0,2,300.0,0,0,0,Anklets,2379.21,228,659.04,1057.24,0,0.0
CUST102012,SESS202012,2026-02-28 20:03:36,17.0,Female,Kolkata,Mobile,Organic Search,3.12,6,2,2,0,0.0,0,0,0.0,1,1,4,Pendants,299.0,9999,0.0,0.0,0,0.0
CUST102498,SESS202498,2026-02-06 23:20:45,27.0,Female,Kolkata,Mobile,Referral,5.14,6,3,1,0,0.0,0,2,300.0,0,0,2,Bracelets,3345.31,279,641.02,1246.2,1,3242.67
